dzlabel,lalabel,rank
S01011818,Orkney Islands,5055
S01011787,North Lanarkshire,959
S01011819,Orkney Islands,3951
S01011788,North Lanarkshire,5251
S01011820,Orkney Islands,3411
S01011789,North Lanarkshire,3477
S01011821,Orkney Islands,2273
S01011790,North Lanarkshire,1862
S01011822,Orkney Islands,2302
S01011791,North Lanarkshire,1868
S01011823,Orkney Islands,3710
S01011792,North Lanarkshire,1776
S01011824,Orkney Islands,2698
S01011793,North Lanarkshire,4500
S01011825,Orkney Islands,4300
S01011794,North Lanarkshire,1907
S01011826,Orkney Islands,4830
S01011795,North Lanarkshire,925
S01011827,Orkney Islands,2061
S01011796,North Lanarkshire,638
S01011828,Orkney Islands,3990
S01011797,North Lanarkshire,5823
S01011829,Orkney Islands,4527
S01011798,North Lanarkshire,1984
S01011799,North Lanarkshire,4078
S01011830,Orkney Islands,3683
S01011800,North Lanarkshire,4129
S01011831,Orkney Islands,2665
S01011801,North Lanarkshire,934
S01011832,Orkney Islands,3154
S01011802,North Lanarkshire,1708
S01011833,Perth and Kinross,5026
S01011803,North Lanarkshire,2267
S01011834,Perth and Kinross,5439
S01011804,Orkney Islands,3281
S01011835,Perth and Kinross,4566
S01011805,Orkney Islands,5565
S01011836,Perth and Kinross,5498
S01011806,Orkney Islands,4636
S01011837,Perth and Kinross,5628
S01011807,Orkney Islands,5327
S01011838,Perth and Kinross,6721
S01011808,Orkney Islands,3359
S01011839,Perth and Kinross,6612
S01011809,Orkney Islands,4231
S01011840,Perth and Kinross,5523
S01011810,Orkney Islands,4824
S01011841,Perth and Kinross,3869
S01011811,Orkney Islands,4839
S01011842,Perth and Kinross,3031
S01011812,Orkney Islands,4570
S01011843,Perth and Kinross,5053
S01011969,Perth and Kinross,3435
S01011844,Perth and Kinross,6500
S01011970,Perth and Kinross,2141
S01011845,Perth and Kinross,4792
S01011971,Perth and Kinross,5071
S01011846,Perth and Kinross,5253
S01011972,Perth and Kinross,4191
S01011847,Perth and Kinross,5233
S01011973,Perth and Kinross,4761
S01011848,Perth and Kinross,5034
S01011974,Perth and Kinross,5038
S01011849,Perth and Kinross,4865
S01011975,Perth and Kinross,4878
S01011850,Perth and Kinross,6167
S01011976,Perth and Kinross,5182
S01011851,Perth and Kinross,4588
S01011977,Perth and Kinross,2967
S01011852,Perth and Kinross,4925
S01011978,Perth and Kinross,3053
S01011853,Perth and Kinross,6053
S01011979,Perth and Kinross,5420
S01011854,Perth and Kinross,5544
S01011980,Perth and Kinross,3821
S01011855,Perth and Kinross,3523
S01011981,Perth and Kinross,3586
S01011856,Perth and Kinross,6692
S01011982,Perth and Kinross,4121
S01011857,Perth and Kinross,4204
S01011983,Perth and Kinross,4368
S01011858,Perth and Kinross,5735
S01011984,Perth and Kinross,1169
S01011859,Perth and Kinross,4091
S01011985,Perth and Kinross,4663
S01011860,Perth and Kinross,5020
S01011986,Perth and Kinross,546
S01011861,Perth and Kinross,4845
S01011987,Perth and Kinross,3061
S01011862,Perth and Kinross,6375
S01011988,Perth and Kinross,5054
S01011863,Perth and Kinross,4914
S01011989,Perth and Kinross,5497
S01011864,Perth and Kinross,6815
S01011990,Perth and Kinross,6278
S01011865,Perth and Kinross,4544
S01011991,Perth and Kinross,3633
S01011866,Perth and Kinross,4166
S01011992,Perth and Kinross,5773
S01011867,Perth and Kinross,2942
S01011993,Perth and Kinross,2099
S01011868,Perth and Kinross,3336
S01011994,Perth and Kinross,5935
S01011995,Perth and Kinross,4592
S01011869,Perth and Kinross,3270
S01011996,Perth and Kinross,2979
S01011870,Perth and Kinross,2962
S01011997,Perth and Kinross,3377
S01011871,Perth and Kinross,4722
S01011998,Perth and Kinross,5918
S01011872,Perth and Kinross,4800
S01011999,Perth and Kinross,4258
S01011873,Perth and Kinross,4716
S01012000,Perth and Kinross,5605
S01011874,Perth and Kinross,5214
S01012001,Perth and Kinross,4386
S01011875,Perth and Kinross,4056
S01012002,Perth and Kinross,3076
S01011876,Perth and Kinross,4963
S01012003,Perth and Kinross,4563
S01011877,Perth and Kinross,4733
S01012004,Perth and Kinross,4279
S01011878,Perth and Kinross,5466
S01012005,Perth and Kinross,5407
S01011879,Perth and Kinross,5408
S01012006,Perth and Kinross,5204
S01011880,Perth and Kinross,4441
S01012007,Perth and Kinross,4809
S01011881,Perth and Kinross,4698
S01012008,Perth and Kinross,3801
S01011882,Perth and Kinross,3640
S01012009,Perth and Kinross,4483
S01011883,Perth and Kinross,4950
S01012010,Perth and Kinross,5620
S01011884,Perth and Kinross,2632
S01012011,Perth and Kinross,5033
S01011885,Perth and Kinross,6122
S01012012,Perth and Kinross,4842
S01011886,Perth and Kinross,5200
S01012013,Perth and Kinross,4138
S01011887,Perth and Kinross,3957
S01012014,Perth and Kinross,4214
S01011888,Perth and Kinross,2443
S01012015,Perth and Kinross,5270
S01011889,Perth and Kinross,4398
S01012016,Perth and Kinross,4294
S01011890,Perth and Kinross,5536
S01012017,Perth and Kinross,4030
S01012018,Perth and Kinross,4164
S01011891,Perth and Kinross,2413
S01011892,Perth and Kinross,5996
S01012019,Renfrewshire,5494
S01011893,Perth and Kinross,3415
S01012020,Renfrewshire,2644
S01011894,Perth and Kinross,3838
S01012021,Renfrewshire,3913
S01011895,Perth and Kinross,6915
S01012022,Renfrewshire,4071
S01011896,Perth and Kinross,6083
S01012023,Renfrewshire,5564
S01011897,Perth and Kinross,6757
S01012024,Renfrewshire,5066
S01012025,Renfrewshire,3891
S01011898,Perth and Kinross,6791
S01012026,Renfrewshire,6329
S01011899,Perth and Kinross,6288
S01012027,Renfrewshire,4687
S01011900,Perth and Kinross,6483
S01012028,Renfrewshire,6112
S01011901,Perth and Kinross,6726
S01012029,Renfrewshire,3027
S01011902,Perth and Kinross,5748
S01012030,Renfrewshire,5005
S01011903,Perth and Kinross,6683
S01011904,Perth and Kinross,6260
S01011905,Perth and Kinross,6316
S01012031,Renfrewshire,5933
S01011906,Perth and Kinross,5890
S01012032,Renfrewshire,5161
S01011907,Perth and Kinross,6258
S01012033,Renfrewshire,3808
S01011908,Perth and Kinross,6400
S01012034,Renfrewshire,3659
S01011909,Perth and Kinross,5598
S01012035,Renfrewshire,4788
S01011910,Perth and Kinross,834
S01012036,Renfrewshire,5621
S01011911,Perth and Kinross,3762
S01012037,Renfrewshire,1229
S01011912,Perth and Kinross,2283
S01012038,Renfrewshire,139
S01011913,Perth and Kinross,709
S01012039,Renfrewshire,1402
S01011914,Perth and Kinross,852
S01012040,Renfrewshire,4407
S01011915,Perth and Kinross,2067
S01012041,Renfrewshire,2259
S01011916,Perth and Kinross,2002
S01012042,Renfrewshire,1854
S01011917,Perth and Kinross,2828
S01012043,Renfrewshire,697
S01011918,Perth and Kinross,395
S01012044,Renfrewshire,503
S01011919,Perth and Kinross,2915
S01012045,Renfrewshire,1048
S01011920,Perth and Kinross,751
S01012046,Renfrewshire,572
S01012047,Renfrewshire,608
S01011921,Perth and Kinross,1518
S01012048,Renfrewshire,802
S01011922,Perth and Kinross,1581
S01012049,Renfrewshire,2277
S01011923,Perth and Kinross,1660
S01012050,Renfrewshire,3809
S01011924,Perth and Kinross,1845
S01012051,Renfrewshire,2790
S01011925,Perth and Kinross,4978
S01012052,Renfrewshire,2414
S01011926,Perth and Kinross,2547
S01012053,Renfrewshire,1801
S01011927,Perth and Kinross,2130
S01012054,Renfrewshire,401
S01011928,Perth and Kinross,2245
S01012055,Renfrewshire,1681
S01011929,Perth and Kinross,2370
S01012056,Renfrewshire,4273
S01011930,Perth and Kinross,1832
S01012057,Renfrewshire,5550
S01011931,Perth and Kinross,491
S01012058,Renfrewshire,5478
S01011932,Perth and Kinross,4325
S01012059,Renfrewshire,1611
S01011933,Perth and Kinross,2064
S01012060,Renfrewshire,1701
S01011934,Perth and Kinross,4518
S01012061,Renfrewshire,3783
S01011935,Perth and Kinross,2239
S01012062,Renfrewshire,4755
S01011936,Perth and Kinross,3582
S01012063,Renfrewshire,3557
S01011937,Perth and Kinross,2702
S01012064,Renfrewshire,181
S01011938,Perth and Kinross,3656
S01012065,Renfrewshire,22
S01011939,Perth and Kinross,1012
S01012066,Renfrewshire,627
S01011940,Perth and Kinross,1356
S01012067,Renfrewshire,11
S01011941,Perth and Kinross,1696
S01012068,Renfrewshire,1
S01011942,Perth and Kinross,2021
S01012069,Renfrewshire,151
S01011943,Perth and Kinross,652
S01012070,Renfrewshire,124
S01011944,Perth and Kinross,5181
S01012071,Renfrewshire,309
S01011945,Perth and Kinross,3999
S01012072,Renfrewshire,416
S01011946,Perth and Kinross,3007
S01012073,Renfrewshire,4237
S01011947,Perth and Kinross,4870
S01012074,Renfrewshire,5611
S01011948,Perth and Kinross,3000
S01012075,Renfrewshire,5474
S01011949,Perth and Kinross,6780
S01012076,Renfrewshire,3446
S01011950,Perth and Kinross,5438
S01012077,Renfrewshire,1031
S01011951,Perth and Kinross,5432
S01012078,Renfrewshire,3082
S01011952,Perth and Kinross,5722
S01012079,Renfrewshire,1300
S01011953,Perth and Kinross,6464
S01012080,Renfrewshire,818
S01011954,Perth and Kinross,2509
S01012081,Renfrewshire,250
S01011955,Perth and Kinross,4068
S01012082,Renfrewshire,613
S01011956,Perth and Kinross,5615
S01012083,Renfrewshire,419
S01011957,Perth and Kinross,4785
S01012084,Renfrewshire,3664
S01011958,Perth and Kinross,4827
S01012085,Renfrewshire,3074
S01012086,Renfrewshire,957
S01011959,Perth and Kinross,2943
S01012087,Renfrewshire,1885
S01011960,Perth and Kinross,5107
S01012088,Renfrewshire,3901
S01011961,Perth and Kinross,4599
S01011962,Perth and Kinross,4985
S01012089,Renfrewshire,5030
S01011963,Perth and Kinross,4184
S01012090,Renfrewshire,6055
S01011964,Perth and Kinross,4119
S01012091,Renfrewshire,5425
S01012092,Renfrewshire,5780
S01011965,Perth and Kinross,5328
S01012093,Renfrewshire,5655
S01011966,Perth and Kinross,4837
S01012094,Renfrewshire,5952
S01011967,Perth and Kinross,5196
S01012095,Renfrewshire,2432
S01011968,Perth and Kinross,5765
S01012096,Renfrewshire,1124
S01012125,Renfrewshire,281
S01012097,Renfrewshire,1729
S01012126,Renfrewshire,3702
S01012098,Renfrewshire,1905
S01012127,Renfrewshire,1423
S01012099,Renfrewshire,1232
S01012128,Renfrewshire,1404
S01012100,Renfrewshire,1559
S01012129,Renfrewshire,799
S01012101,Renfrewshire,5948
S01012130,Renfrewshire,1386
S01012102,Renfrewshire,889
S01012131,Renfrewshire,626
S01012103,Renfrewshire,3774
S01012132,Renfrewshire,1362
S01012104,Renfrewshire,6102
S01012133,Renfrewshire,2537
S01012105,Renfrewshire,5185
S01012134,Renfrewshire,4691
S01012106,Renfrewshire,6470
S01012135,Renfrewshire,152
S01012107,Renfrewshire,3953
S01012136,Renfrewshire,596
S01012108,Renfrewshire,975
S01012137,Renfrewshire,937
S01012109,Renfrewshire,694
S01012110,Renfrewshire,1547
S01012138,Renfrewshire,4482
S01012139,Renfrewshire,3699
S01012111,Renfrewshire,537
S01012140,Renfrewshire,6146
S01012112,Renfrewshire,3060
S01012141,Renfrewshire,6025
S01012113,Renfrewshire,2948
S01012142,Renfrewshire,6162
S01012114,Renfrewshire,6137
S01012143,Renfrewshire,6247
S01012115,Renfrewshire,2897
S01012144,Renfrewshire,5262
S01012116,Renfrewshire,2597
S01012117,Renfrewshire,6272
S01012145,Renfrewshire,6697
S01012146,Renfrewshire,1168
S01012118,Renfrewshire,3652
S01012147,Renfrewshire,521
S01012119,Renfrewshire,5511
S01012148,Renfrewshire,513
S01012120,Renfrewshire,1295
S01012149,Renfrewshire,2100
S01012121,Renfrewshire,1100
S01012122,Renfrewshire,2433
S01012150,Renfrewshire,657
S01012123,Renfrewshire,2917
S01012151,Renfrewshire,1718
S01012124,Renfrewshire,4803
S01012152,Renfrewshire,312
S01012153,Renfrewshire,408
S01012282,Scottish Borders,5098
S01012154,Renfrewshire,659
S01012283,Scottish Borders,3737
S01012155,Renfrewshire,451
S01012284,Scottish Borders,1426
S01012156,Renfrewshire,646
S01012285,Scottish Borders,4833
S01012157,Renfrewshire,1772
S01012286,Scottish Borders,1823
S01012158,Renfrewshire,3521
S01012287,Scottish Borders,365
S01012159,Renfrewshire,5405
S01012288,Scottish Borders,719
S01012160,Renfrewshire,5964
S01012289,Scottish Borders,4627
S01012161,Renfrewshire,929
S01012290,Scottish Borders,3925
S01012162,Renfrewshire,1450
S01012291,Scottish Borders,5725
S01012163,Renfrewshire,1278
S01012292,Scottish Borders,6447
S01012164,Renfrewshire,5806
S01012293,Scottish Borders,3727
S01012294,Scottish Borders,2903
S01012165,Renfrewshire,461
S01012295,Scottish Borders,3150
S01012166,Renfrewshire,1247
S01012296,Scottish Borders,6269
S01012167,Renfrewshire,1737
S01012297,Scottish Borders,4153
S01012168,Renfrewshire,5458
S01012298,Scottish Borders,5373
S01012169,Renfrewshire,2576
S01012299,Scottish Borders,4284
S01012170,Renfrewshire,2243
S01012300,Scottish Borders,3214
S01012171,Renfrewshire,2308
S01012301,Scottish Borders,4341
S01012172,Renfrewshire,1720
S01012302,Scottish Borders,2323
S01012173,Renfrewshire,5191
S01012303,Scottish Borders,4624
S01012174,Renfrewshire,5557
S01012304,Scottish Borders,4080
S01012175,Renfrewshire,4185
S01012305,Scottish Borders,3792
S01012176,Renfrewshire,4036
S01012306,Scottish Borders,3081
S01012177,Renfrewshire,5290
S01012307,Scottish Borders,2885
S01012178,Renfrewshire,5586
S01012308,Scottish Borders,5696
S01012179,Renfrewshire,2405
S01012309,Scottish Borders,3769
S01012180,Renfrewshire,2712
S01012310,Scottish Borders,3505
S01012181,Renfrewshire,2535
S01012311,Scottish Borders,4318
S01012182,Renfrewshire,5916
S01012312,Scottish Borders,3123
S01012183,Renfrewshire,1944
S01012313,Scottish Borders,2823
S01012314,Scottish Borders,2554
S01012184,Renfrewshire,4558
S01012185,Renfrewshire,1103
S01012315,Scottish Borders,2124
S01012316,Scottish Borders,1820
S01012186,Renfrewshire,2479
S01012317,Scottish Borders,5507
S01012187,Renfrewshire,907
S01012188,Renfrewshire,4132
S01012189,Renfrewshire,4768
S01012318,Scottish Borders,2500
S01012190,Renfrewshire,6101
S01012319,Scottish Borders,3819
S01012191,Renfrewshire,5798
S01012320,Scottish Borders,2914
S01012192,Renfrewshire,5398
S01012321,Scottish Borders,4305
S01012193,Renfrewshire,5906
S01012322,Scottish Borders,4255
S01012194,Renfrewshire,6736
S01012323,Scottish Borders,4334
S01012195,Renfrewshire,5560
S01012324,Scottish Borders,3277
S01012196,Renfrewshire,5992
S01012325,Scottish Borders,4459
S01012197,Renfrewshire,3022
S01012326,Scottish Borders,1948
S01012327,Scottish Borders,4009
S01012198,Renfrewshire,2992
S01012328,Scottish Borders,2742
S01012199,Renfrewshire,3192
S01012329,Scottish Borders,3267
S01012200,Renfrewshire,2895
S01012330,Scottish Borders,4422
S01012201,Renfrewshire,2946
S01012331,Scottish Borders,6413
S01012202,Renfrewshire,3984
S01012332,Scottish Borders,4029
S01012203,Renfrewshire,4979
S01012333,Scottish Borders,4175
S01012204,Renfrewshire,5841
S01012334,Scottish Borders,3522
S01012205,Renfrewshire,5423
S01012335,Scottish Borders,4970
S01012206,Renfrewshire,5024
S01012336,Scottish Borders,4787
S01012207,Renfrewshire,3181
S01012337,Scottish Borders,2234
S01012208,Renfrewshire,2754
S01012338,Scottish Borders,3075
S01012209,Renfrewshire,2590
S01012339,Scottish Borders,3847
S01012210,Renfrewshire,2804
S01012340,Scottish Borders,4775
S01012211,Renfrewshire,3745
S01012341,Scottish Borders,4719
S01012212,Renfrewshire,6530
S01012342,Scottish Borders,4421
S01012213,Renfrewshire,6324
S01012343,Scottish Borders,4503
S01012214,Renfrewshire,6379
S01012344,Scottish Borders,2442
S01012215,Renfrewshire,6790
S01012345,Scottish Borders,3930
S01012216,Renfrewshire,6591
S01012346,Scottish Borders,4271
S01012217,Renfrewshire,397
S01012347,Scottish Borders,4545
S01012218,Renfrewshire,316
S01012348,Scottish Borders,4928
S01012219,Renfrewshire,1008
S01012349,Scottish Borders,2848
S01012220,Renfrewshire,524
S01012350,Scottish Borders,3333
S01012221,Renfrewshire,1527
S01012351,Scottish Borders,3233
S01012222,Renfrewshire,1759
S01012352,Scottish Borders,4597
S01012223,Renfrewshire,1324
S01012353,Scottish Borders,2049
S01012224,Renfrewshire,2637
S01012354,Scottish Borders,3949
S01012225,Renfrewshire,1709
S01012355,Scottish Borders,2824
S01012226,Renfrewshire,3967
S01012356,Scottish Borders,4840
S01012227,Renfrewshire,4125
S01012357,Scottish Borders,4629
S01012228,Renfrewshire,3577
S01012358,Scottish Borders,3698
S01012359,Scottish Borders,843
S01012229,Renfrewshire,5406
S01012360,Scottish Borders,633
S01012230,Renfrewshire,5796
S01012361,Scottish Borders,860
S01012231,Renfrewshire,6001
S01012362,Scottish Borders,781
S01012232,Renfrewshire,6111
S01012363,Scottish Borders,1192
S01012233,Renfrewshire,6371
S01012364,Scottish Borders,2076
S01012234,Renfrewshire,5288
S01012365,Scottish Borders,4939
S01012235,Renfrewshire,6938
S01012366,Scottish Borders,2156
S01012236,Renfrewshire,5013
S01012367,Scottish Borders,3969
S01012237,Renfrewshire,6509
S01012368,Scottish Borders,4486
S01012238,Renfrewshire,3286
S01012369,Scottish Borders,4887
S01012239,Renfrewshire,1670
S01012370,Scottish Borders,3032
S01012240,Renfrewshire,3431
S01012371,Scottish Borders,1918
S01012241,Renfrewshire,6217
S01012372,Scottish Borders,1510
S01012242,Renfrewshire,5838
S01012373,Scottish Borders,2888
S01012243,Renfrewshire,5949
S01012374,Scottish Borders,3297
S01012244,Scottish Borders,4349
S01012375,Scottish Borders,2363
S01012245,Scottish Borders,5266
S01012376,Scottish Borders,4962
S01012246,Scottish Borders,6344
S01012377,Scottish Borders,4884
S01012247,Scottish Borders,4564
S01012378,Scottish Borders,3768
S01012248,Scottish Borders,4552
S01012379,Scottish Borders,3550
S01012249,Scottish Borders,4323
S01012380,Scottish Borders,2887
S01012250,Scottish Borders,5540
S01012381,Scottish Borders,2844
S01012251,Scottish Borders,2929
S01012382,Scottish Borders,5752
S01012252,Scottish Borders,2884
S01012383,Scottish Borders,4385
S01012253,Scottish Borders,3578
S01012384,Scottish Borders,4157
S01012254,Scottish Borders,6140
S01012385,Scottish Borders,4591
S01012255,Scottish Borders,4949
S01012386,Scottish Borders,1257
S01012256,Scottish Borders,6152
S01012387,Shetland Islands,4187
S01012388,Shetland Islands,4704
S01012257,Scottish Borders,4601
S01012389,Shetland Islands,5031
S01012258,Scottish Borders,6649
S01012259,Scottish Borders,6932
S01012390,Shetland Islands,4361
S01012260,Scottish Borders,4866
S01012391,Shetland Islands,5042
S01012261,Scottish Borders,5914
S01012392,Shetland Islands,4585
S01012393,Shetland Islands,4876
S01012262,Scottish Borders,3301
S01012394,Shetland Islands,2854
S01012263,Scottish Borders,3132
S01012395,Shetland Islands,5395
S01012264,Scottish Borders,4695
S01012396,Shetland Islands,4509
S01012265,Scottish Borders,3219
S01012397,Shetland Islands,3497
S01012266,Scottish Borders,4478
S01012398,Shetland Islands,3591
S01012267,Scottish Borders,6109
S01012399,Shetland Islands,4443
S01012268,Scottish Borders,5258
S01012400,Shetland Islands,3102
S01012269,Scottish Borders,5582
S01012401,Shetland Islands,2548
S01012270,Scottish Borders,4052
S01012402,Shetland Islands,4861
S01012271,Scottish Borders,4469
S01012403,Shetland Islands,4565
S01012272,Scottish Borders,5046
S01012404,Shetland Islands,4524
S01012273,Scottish Borders,4418
S01012405,Shetland Islands,5303
S01012274,Scottish Borders,3441
S01012406,Shetland Islands,4356
S01012275,Scottish Borders,2140
S01012407,Shetland Islands,4751
S01012276,Scottish Borders,2846
S01012408,Shetland Islands,4815
S01012277,Scottish Borders,3224
S01012409,Shetland Islands,4391
S01012278,Scottish Borders,2097
S01012410,Shetland Islands,5043
S01012411,Shetland Islands,3338
S01012279,Scottish Borders,2332
S01012412,Shetland Islands,3541
S01012280,Scottish Borders,2520
S01012413,Shetland Islands,3383
S01012281,Scottish Borders,3464
S01012414,Shetland Islands,2873
S01012438,South Ayrshire,3160
S01012415,Shetland Islands,5326
S01012439,South Ayrshire,1964
S01012416,Shetland Islands,4192
S01012440,South Ayrshire,5473
S01012417,South Ayrshire,2066
S01012441,South Ayrshire,3879
S01012418,South Ayrshire,2649
S01012442,South Ayrshire,2951
S01012419,South Ayrshire,2445
S01012443,South Ayrshire,3846
S01012420,South Ayrshire,2080
S01012444,South Ayrshire,2117
S01012421,South Ayrshire,2060
S01012445,South Ayrshire,6108
S01012422,South Ayrshire,2534
S01012446,South Ayrshire,1600
S01012423,South Ayrshire,3938
S01012447,South Ayrshire,5831
S01012424,South Ayrshire,2198
S01012448,South Ayrshire,4535
S01012425,South Ayrshire,469
S01012449,South Ayrshire,3302
S01012426,South Ayrshire,383
S01012450,South Ayrshire,4143
S01012427,South Ayrshire,905
S01012451,South Ayrshire,5703
S01012428,South Ayrshire,2367
S01012452,South Ayrshire,5015
S01012429,South Ayrshire,1819
S01012453,South Ayrshire,6362
S01012430,South Ayrshire,3502
S01012431,South Ayrshire,3188
S01012454,South Ayrshire,6049
S01012455,South Ayrshire,6606
S01012432,South Ayrshire,1886
S01012433,South Ayrshire,2012
S01012456,South Ayrshire,6030
S01012434,South Ayrshire,2278
S01012457,South Ayrshire,5693
S01012435,South Ayrshire,1312
S01012458,South Ayrshire,6874
S01012436,South Ayrshire,945
S01012459,South Ayrshire,6345
S01012437,South Ayrshire,2711
S01012460,South Ayrshire,6590
S01012594,South Lanarkshire,3687
S01012461,South Ayrshire,2881
S01012595,South Lanarkshire,2718
S01012462,South Ayrshire,1580
S01012463,South Ayrshire,1208
S01012596,South Lanarkshire,1831
S01012597,South Lanarkshire,4812
S01012464,South Ayrshire,762
S01012598,South Lanarkshire,5534
S01012465,South Ayrshire,2774
S01012599,South Lanarkshire,3357
S01012466,South Ayrshire,4314
S01012600,South Lanarkshire,5365
S01012467,South Ayrshire,2801
S01012601,South Lanarkshire,6186
S01012468,South Ayrshire,3645
S01012602,South Lanarkshire,1342
S01012469,South Ayrshire,6387
S01012603,South Lanarkshire,1445
S01012470,South Ayrshire,2167
S01012604,South Lanarkshire,2104
S01012471,South Ayrshire,6550
S01012472,South Ayrshire,6076
S01012605,South Lanarkshire,2388
S01012473,South Ayrshire,5081
S01012606,South Lanarkshire,6106
S01012474,South Ayrshire,2954
S01012607,South Lanarkshire,3403
S01012475,South Ayrshire,5562
S01012608,South Lanarkshire,2327
S01012476,South Ayrshire,3225
S01012609,South Lanarkshire,1133
S01012477,South Ayrshire,6255
S01012610,South Lanarkshire,854
S01012478,South Ayrshire,3205
S01012611,South Lanarkshire,3796
S01012479,South Ayrshire,5656
S01012612,South Lanarkshire,1658
S01012480,South Ayrshire,1822
S01012613,South Lanarkshire,2923
S01012481,South Ayrshire,1199
S01012614,South Lanarkshire,3161
S01012482,South Ayrshire,2171
S01012615,South Lanarkshire,4113
S01012483,South Ayrshire,811
S01012616,South Lanarkshire,3748
S01012484,South Ayrshire,4895
S01012617,South Lanarkshire,5165
S01012485,South Ayrshire,5699
S01012618,South Lanarkshire,3097
S01012486,South Ayrshire,5057
S01012619,South Lanarkshire,1055
S01012487,South Ayrshire,2334
S01012620,South Lanarkshire,6367
S01012488,South Ayrshire,2608
S01012621,South Lanarkshire,4331
S01012489,South Ayrshire,37
S01012622,South Lanarkshire,3064
S01012490,South Ayrshire,350
S01012623,South Lanarkshire,2631
S01012491,South Ayrshire,42
S01012624,South Lanarkshire,2639
S01012492,South Ayrshire,64
S01012625,South Lanarkshire,1625
S01012493,South Ayrshire,901
S01012626,South Lanarkshire,5001
S01012494,South Ayrshire,2998
S01012627,South Lanarkshire,1916
S01012495,South Ayrshire,1284
S01012628,South Lanarkshire,6045
S01012496,South Ayrshire,555
S01012629,South Lanarkshire,4543
S01012497,South Ayrshire,477
S01012630,South Lanarkshire,2092
S01012498,South Ayrshire,274
S01012631,South Lanarkshire,1104
S01012499,South Ayrshire,1235
S01012632,South Lanarkshire,4463
S01012500,South Ayrshire,835
S01012633,South Lanarkshire,2964
S01012501,South Ayrshire,75
S01012634,South Lanarkshire,2422
S01012502,South Ayrshire,46
S01012635,South Lanarkshire,3493
S01012503,South Ayrshire,564
S01012636,South Lanarkshire,4022
S01012504,South Ayrshire,1162
S01012637,South Lanarkshire,1457
S01012638,South Lanarkshire,2696
S01012505,South Ayrshire,1108
S01012639,South Lanarkshire,1583
S01012506,South Ayrshire,3618
S01012640,South Lanarkshire,327
S01012507,South Ayrshire,2439
S01012641,South Lanarkshire,2003
S01012508,South Ayrshire,2462
S01012642,South Lanarkshire,472
S01012509,South Ayrshire,4488
S01012643,South Lanarkshire,2751
S01012510,South Ayrshire,5110
S01012644,South Lanarkshire,1666
S01012511,South Ayrshire,3500
S01012645,South Lanarkshire,3229
S01012512,South Ayrshire,1872
S01012646,South Lanarkshire,5157
S01012513,South Ayrshire,5342
S01012647,South Lanarkshire,5846
S01012514,South Ayrshire,5062
S01012648,South Lanarkshire,640
S01012515,South Ayrshire,1447
S01012649,South Lanarkshire,2401
S01012516,South Ayrshire,2898
S01012650,South Lanarkshire,3943
S01012517,South Ayrshire,1963
S01012651,South Lanarkshire,857
S01012518,South Ayrshire,4724
S01012652,South Lanarkshire,5209
S01012519,South Ayrshire,3266
S01012653,South Lanarkshire,1319
S01012520,South Ayrshire,5687
S01012654,South Lanarkshire,3442
S01012521,South Ayrshire,4879
S01012655,South Lanarkshire,1815
S01012522,South Ayrshire,6249
S01012656,South Lanarkshire,1807
S01012523,South Ayrshire,5447
S01012657,South Lanarkshire,1877
S01012658,South Lanarkshire,4777
S01012524,South Ayrshire,5341
S01012659,South Lanarkshire,6248
S01012525,South Ayrshire,5941
S01012660,South Lanarkshire,1533
S01012526,South Ayrshire,6724
S01012661,South Lanarkshire,3936
S01012527,South Ayrshire,4006
S01012662,South Lanarkshire,1970
S01012528,South Ayrshire,2474
S01012663,South Lanarkshire,4150
S01012529,South Ayrshire,3285
S01012664,South Lanarkshire,2645
S01012530,South Ayrshire,4920
S01012665,South Lanarkshire,390
S01012531,South Ayrshire,3966
S01012666,South Lanarkshire,410
S01012532,South Ayrshire,3666
S01012667,South Lanarkshire,485
S01012533,South Ayrshire,5073
S01012668,South Lanarkshire,1210
S01012534,South Ayrshire,2546
S01012669,South Lanarkshire,5929
S01012535,South Ayrshire,3559
S01012670,South Lanarkshire,5675
S01012536,South Ayrshire,2150
S01012671,South Lanarkshire,1490
S01012537,South Ayrshire,2601
S01012672,South Lanarkshire,142
S01012538,South Ayrshire,1826
S01012673,South Lanarkshire,684
S01012539,South Ayrshire,2704
S01012674,South Lanarkshire,90
S01012540,South Ayrshire,1472
S01012675,South Lanarkshire,520
S01012541,South Ayrshire,3065
S01012676,South Lanarkshire,2703
S01012542,South Ayrshire,2501
S01012677,South Lanarkshire,1207
S01012543,South Ayrshire,4399
S01012678,South Lanarkshire,4943
S01012544,South Ayrshire,2863
S01012679,South Lanarkshire,2817
S01012545,South Ayrshire,1650
S01012680,South Lanarkshire,6164
S01012546,South Ayrshire,2876
S01012681,South Lanarkshire,3171
S01012547,South Ayrshire,3751
S01012682,South Lanarkshire,3800
S01012548,South Ayrshire,4931
S01012683,South Lanarkshire,1690
S01012549,South Ayrshire,1383
S01012684,South Lanarkshire,3227
S01012550,South Ayrshire,2871
S01012685,South Lanarkshire,2131
S01012551,South Ayrshire,6526
S01012686,South Lanarkshire,5867
S01012687,South Lanarkshire,6666
S01012552,South Ayrshire,6494
S01012688,South Lanarkshire,3354
S01012553,South Ayrshire,6355
S01012689,South Lanarkshire,5525
S01012554,South Ayrshire,6233
S01012690,South Lanarkshire,5746
S01012555,South Ayrshire,6556
