dzlabel,lalabel,rank
S01012691,South Lanarkshire,6251
S01012556,South Ayrshire,5848
S01012692,South Lanarkshire,4210
S01012557,South Ayrshire,5862
S01012693,South Lanarkshire,6359
S01012558,South Ayrshire,2272
S01012694,South Lanarkshire,3929
S01012559,South Ayrshire,683
S01012695,South Lanarkshire,2860
S01012560,South Ayrshire,3743
S01012696,South Lanarkshire,4741
S01012561,South Ayrshire,3334
S01012697,South Lanarkshire,5035
S01012562,South Ayrshire,1183
S01012698,South Lanarkshire,4644
S01012563,South Ayrshire,6584
S01012699,South Lanarkshire,3090
S01012564,South Ayrshire,6319
S01012700,South Lanarkshire,3890
S01012565,South Ayrshire,5493
S01012701,South Lanarkshire,5585
S01012566,South Ayrshire,2489
S01012702,South Lanarkshire,3909
S01012567,South Ayrshire,2417
S01012703,South Lanarkshire,4476
S01012568,South Ayrshire,5876
S01012704,South Lanarkshire,987
S01012569,South Ayrshire,5835
S01012705,South Lanarkshire,6514
S01012706,South Lanarkshire,1376
S01012570,South Lanarkshire,2745
S01012571,South Lanarkshire,2217
S01012707,South Lanarkshire,6440
S01012708,South Lanarkshire,1244
S01012572,South Lanarkshire,3186
S01012709,South Lanarkshire,1744
S01012573,South Lanarkshire,4289
S01012710,South Lanarkshire,1451
S01012574,South Lanarkshire,4550
S01012711,South Lanarkshire,356
S01012575,South Lanarkshire,5388
S01012712,South Lanarkshire,6282
S01012576,South Lanarkshire,6128
S01012713,South Lanarkshire,5988
S01012577,South Lanarkshire,4669
S01012714,South Lanarkshire,6735
S01012578,South Lanarkshire,4487
S01012715,South Lanarkshire,1523
S01012579,South Lanarkshire,3122
S01012716,South Lanarkshire,6056
S01012580,South Lanarkshire,3983
S01012717,South Lanarkshire,1828
S01012581,South Lanarkshire,1436
S01012718,South Lanarkshire,4328
S01012582,South Lanarkshire,3524
S01012719,South Lanarkshire,2675
S01012583,South Lanarkshire,2310
S01012720,South Lanarkshire,2935
S01012584,South Lanarkshire,3842
S01012721,South Lanarkshire,3611
S01012585,South Lanarkshire,1495
S01012722,South Lanarkshire,556
S01012586,South Lanarkshire,2159
S01012723,South Lanarkshire,403
S01012587,South Lanarkshire,4336
S01012724,South Lanarkshire,2304
S01012588,South Lanarkshire,4614
S01012725,South Lanarkshire,2435
S01012589,South Lanarkshire,2402
S01012726,South Lanarkshire,3330
S01012590,South Lanarkshire,1158
S01012727,South Lanarkshire,371
S01012591,South Lanarkshire,918
S01012728,South Lanarkshire,143
S01012592,South Lanarkshire,5014
S01012729,South Lanarkshire,3142
S01012593,South Lanarkshire,5309
S01012730,South Lanarkshire,779
S01012750,South Lanarkshire,830
S01012731,South Lanarkshire,1672
S01012751,South Lanarkshire,1286
S01012732,South Lanarkshire,1899
S01012752,South Lanarkshire,1397
S01012733,South Lanarkshire,5056
S01012753,South Lanarkshire,870
S01012734,South Lanarkshire,5481
S01012754,South Lanarkshire,1180
S01012735,South Lanarkshire,3401
S01012755,South Lanarkshire,203
S01012736,South Lanarkshire,2398
S01012756,South Lanarkshire,1360
S01012737,South Lanarkshire,4388
S01012757,South Lanarkshire,1417
S01012738,South Lanarkshire,1435
S01012758,South Lanarkshire,1792
S01012739,South Lanarkshire,5434
S01012759,South Lanarkshire,846
S01012740,South Lanarkshire,5102
S01012760,South Lanarkshire,578
S01012741,South Lanarkshire,5623
S01012761,South Lanarkshire,1656
S01012742,South Lanarkshire,6549
S01012762,South Lanarkshire,2638
S01012743,South Lanarkshire,6444
S01012763,South Lanarkshire,1888
S01012744,South Lanarkshire,5971
S01012764,South Lanarkshire,1266
S01012745,South Lanarkshire,6065
S01012765,South Lanarkshire,2440
S01012746,South Lanarkshire,3948
S01012766,South Lanarkshire,1374
S01012747,South Lanarkshire,2322
S01012767,South Lanarkshire,5412
S01012748,South Lanarkshire,209
S01012768,South Lanarkshire,5011
S01012749,South Lanarkshire,474
S01012769,South Lanarkshire,5118
S01012770,South Lanarkshire,2866
S01012771,South Lanarkshire,2065
S01012907,South Lanarkshire,2763
S01012772,South Lanarkshire,879
S01012908,South Lanarkshire,2687
S01012773,South Lanarkshire,1643
S01012909,South Lanarkshire,2782
S01012774,South Lanarkshire,2116
S01012910,South Lanarkshire,1521
S01012775,South Lanarkshire,2105
S01012911,South Lanarkshire,3308
S01012776,South Lanarkshire,1138
S01012912,South Lanarkshire,2858
S01012777,South Lanarkshire,4660
S01012913,South Lanarkshire,3588
S01012778,South Lanarkshire,1223
S01012914,South Lanarkshire,2939
S01012779,South Lanarkshire,583
S01012915,South Lanarkshire,4057
S01012780,South Lanarkshire,490
S01012916,South Lanarkshire,3644
S01012781,South Lanarkshire,2192
S01012917,South Lanarkshire,5779
S01012782,South Lanarkshire,266
S01012918,South Lanarkshire,3663
S01012783,South Lanarkshire,539
S01012919,South Lanarkshire,3173
S01012784,South Lanarkshire,1073
S01012920,South Lanarkshire,6074
S01012785,South Lanarkshire,158
S01012921,South Lanarkshire,2540
S01012786,South Lanarkshire,73
S01012922,South Lanarkshire,4735
S01012787,South Lanarkshire,3581
S01012923,South Lanarkshire,3604
S01012788,South Lanarkshire,691
S01012924,South Lanarkshire,3116
S01012789,South Lanarkshire,2095
S01012925,South Lanarkshire,5881
S01012790,South Lanarkshire,4971
S01012926,South Lanarkshire,3772
S01012791,South Lanarkshire,5541
S01012927,South Lanarkshire,4220
S01012792,South Lanarkshire,2288
S01012928,South Lanarkshire,5079
S01012793,South Lanarkshire,621
S01012929,South Lanarkshire,4193
S01012794,South Lanarkshire,3438
S01012930,South Lanarkshire,1647
S01012795,South Lanarkshire,554
S01012931,South Lanarkshire,3135
S01012796,South Lanarkshire,1091
S01012932,South Lanarkshire,4753
S01012797,South Lanarkshire,1305
S01012933,South Lanarkshire,3398
S01012798,South Lanarkshire,5236
S01012934,South Lanarkshire,2073
S01012799,South Lanarkshire,5989
S01012935,South Lanarkshire,3400
S01012800,South Lanarkshire,5977
S01012936,South Lanarkshire,3194
S01012801,South Lanarkshire,5907
S01012937,South Lanarkshire,3104
S01012802,South Lanarkshire,6066
S01012938,South Lanarkshire,5433
S01012803,South Lanarkshire,5572
S01012939,South Lanarkshire,5878
S01012804,South Lanarkshire,1898
S01012940,South Lanarkshire,5934
S01012805,South Lanarkshire,2260
S01012941,South Lanarkshire,5240
S01012806,South Lanarkshire,2759
S01012942,South Lanarkshire,2051
S01012943,South Lanarkshire,5217
S01012807,South Lanarkshire,6528
S01012944,South Lanarkshire,5909
S01012808,South Lanarkshire,5100
S01012945,South Lanarkshire,5167
S01012809,South Lanarkshire,4666
S01012946,South Lanarkshire,5715
S01012810,South Lanarkshire,1261
S01012947,South Lanarkshire,6068
S01012811,South Lanarkshire,3920
S01012948,South Lanarkshire,5396
S01012812,South Lanarkshire,4700
S01012949,South Lanarkshire,5888
S01012813,South Lanarkshire,6075
S01012950,South Lanarkshire,5960
S01012814,South Lanarkshire,4945
S01012951,South Lanarkshire,6512
S01012815,South Lanarkshire,5450
S01012952,South Lanarkshire,5472
S01012816,South Lanarkshire,3040
S01012953,South Lanarkshire,4961
S01012817,South Lanarkshire,6246
S01012954,South Lanarkshire,5853
S01012818,South Lanarkshire,4414
S01012955,South Lanarkshire,4703
S01012819,South Lanarkshire,229
S01012956,South Lanarkshire,2760
S01012820,South Lanarkshire,4632
S01012957,South Lanarkshire,2683
S01012821,South Lanarkshire,5469
S01012958,South Lanarkshire,3091
S01012822,South Lanarkshire,196
S01012959,South Lanarkshire,5018
S01012823,South Lanarkshire,5424
S01012960,South Lanarkshire,3203
S01012824,South Lanarkshire,2269
S01012961,South Lanarkshire,5932
S01012825,South Lanarkshire,1325
S01012962,South Lanarkshire,6201
S01012826,South Lanarkshire,123
S01012963,South Lanarkshire,6508
S01012827,South Lanarkshire,4958
S01012964,South Lanarkshire,5852
S01012828,South Lanarkshire,6046
S01012965,South Lanarkshire,4077
S01012829,South Lanarkshire,269
S01012966,South Lanarkshire,4678
S01012830,South Lanarkshire,1785
S01012967,South Lanarkshire,2185
S01012831,South Lanarkshire,1177
S01012968,South Lanarkshire,2018
S01012832,South Lanarkshire,960
S01012969,South Lanarkshire,1613
S01012833,South Lanarkshire,737
S01012970,South Lanarkshire,2210
S01012834,South Lanarkshire,909
S01012971,South Lanarkshire,1910
S01012972,South Lanarkshire,1505
S01012835,South Lanarkshire,1573
S01012973,South Lanarkshire,2902
S01012836,South Lanarkshire,5332
S01012974,South Lanarkshire,1653
S01012837,South Lanarkshire,153
S01012975,South Lanarkshire,2291
S01012838,South Lanarkshire,145
S01012976,South Lanarkshire,2446
S01012839,South Lanarkshire,4495
S01012977,South Lanarkshire,2026
S01012840,South Lanarkshire,5813
S01012978,South Lanarkshire,1655
S01012841,South Lanarkshire,5060
S01012979,South Lanarkshire,2977
S01012842,South Lanarkshire,4932
S01012980,South Lanarkshire,2552
S01012843,South Lanarkshire,6667
S01012981,South Lanarkshire,2693
S01012844,South Lanarkshire,6901
S01012982,South Lanarkshire,2735
S01012845,South Lanarkshire,4514
S01012983,South Lanarkshire,5314
S01012846,South Lanarkshire,407
S01012984,South Lanarkshire,3946
S01012847,South Lanarkshire,3447
S01012985,South Lanarkshire,4275
S01012848,South Lanarkshire,4646
S01012986,South Lanarkshire,2809
S01012849,South Lanarkshire,1904
S01012987,South Lanarkshire,3211
S01012988,South Lanarkshire,2387
S01012850,South Lanarkshire,1695
S01012989,South Lanarkshire,3864
S01012851,South Lanarkshire,2779
S01012990,South Lanarkshire,2541
S01012852,South Lanarkshire,6502
S01012991,South Lanarkshire,3028
S01012853,South Lanarkshire,4706
S01012854,South Lanarkshire,6238
S01012992,South Lanarkshire,3098
S01012855,South Lanarkshire,4618
S01012993,South Lanarkshire,2091
S01012994,South Lanarkshire,2287
S01012856,South Lanarkshire,1302
S01012995,South Lanarkshire,3470
S01012857,South Lanarkshire,1132
S01012996,South Lanarkshire,2470
S01012858,South Lanarkshire,844
S01012997,South Lanarkshire,2685
S01012859,South Lanarkshire,1942
S01012998,South Lanarkshire,3691
S01012860,South Lanarkshire,3458
S01012999,South Lanarkshire,2661
S01012861,South Lanarkshire,4657
S01013000,South Lanarkshire,2144
S01012862,South Lanarkshire,173
S01013001,Stirling,5299
S01012863,South Lanarkshire,169
S01013002,Stirling,4446
S01012864,South Lanarkshire,298
S01013003,Stirling,6586
S01012865,South Lanarkshire,2493
S01013004,Stirling,5506
S01012866,South Lanarkshire,2292
S01013005,Stirling,4981
S01012867,South Lanarkshire,465
S01013006,Stirling,4517
S01012868,South Lanarkshire,763
S01013007,Stirling,5751
S01012869,South Lanarkshire,68
S01013008,Stirling,5470
S01012870,South Lanarkshire,3038
S01013009,Stirling,4250
S01012871,South Lanarkshire,3571
S01013010,Stirling,5427
S01012872,South Lanarkshire,3265
S01013011,Stirling,6492
S01012873,South Lanarkshire,3011
S01013012,Stirling,4515
S01012874,South Lanarkshire,793
S01013013,Stirling,6195
S01012875,South Lanarkshire,1315
S01013014,Stirling,4066
S01013015,Stirling,4804
S01012876,South Lanarkshire,1006
S01013016,Stirling,4846
S01012877,South Lanarkshire,1555
S01013017,Stirling,5192
S01012878,South Lanarkshire,5791
S01013018,Stirling,5331
S01012879,South Lanarkshire,5829
S01013019,Stirling,5428
S01012880,South Lanarkshire,6339
S01013020,Stirling,2883
S01012881,South Lanarkshire,4940
S01013021,Stirling,3284
S01012882,South Lanarkshire,355
S01013022,Stirling,5083
S01012883,South Lanarkshire,208
S01013023,Stirling,6628
S01012884,South Lanarkshire,1786
S01013024,Stirling,4681
S01012885,South Lanarkshire,382
S01013025,Stirling,3113
S01012886,South Lanarkshire,5513
S01013026,Stirling,2228
S01012887,South Lanarkshire,6017
S01013027,Stirling,760
S01012888,South Lanarkshire,6325
S01013028,Stirling,2720
S01012889,South Lanarkshire,4293
S01013029,Stirling,1411
S01012890,South Lanarkshire,703
S01013030,Stirling,1419
S01012891,South Lanarkshire,1598
S01013031,Stirling,1200
S01012892,South Lanarkshire,561
S01013032,Stirling,5444
S01012893,South Lanarkshire,344
S01013033,Stirling,4008
S01012894,South Lanarkshire,4795
S01013034,Stirling,1431
S01013035,Stirling,1204
S01012895,South Lanarkshire,5455
S01013036,Stirling,1087
S01012896,South Lanarkshire,1488
S01013037,Stirling,5364
S01012897,South Lanarkshire,4590
S01013038,Stirling,2586
S01012898,South Lanarkshire,5840
S01013039,Stirling,6565
S01012899,South Lanarkshire,1049
S01013040,Stirling,2791
S01012900,South Lanarkshire,2990
S01013041,Stirling,2736
S01012901,South Lanarkshire,2904
S01013042,Stirling,4257
S01012902,South Lanarkshire,2670
S01013043,Stirling,1092
S01012903,South Lanarkshire,2667
S01013044,Stirling,2280
S01013063,Stirling,6275
S01012904,South Lanarkshire,2656
S01013045,Stirling,3579
S01013064,Stirling,2200
S01012905,South Lanarkshire,1571
S01013046,Stirling,2254
S01013065,Stirling,2205
S01012906,South Lanarkshire,4035
S01013047,Stirling,5499
S01013066,Stirling,1689
S01013048,Stirling,4159
S01013067,Stirling,3848
S01013049,Stirling,5678
S01013068,Stirling,1082
S01013050,Stirling,1619
S01013069,Stirling,2780
S01013051,Stirling,2376
S01013070,Stirling,2013
S01013052,Stirling,2347
S01013071,Stirling,5487
S01013053,Stirling,855
S01013072,Stirling,480
S01013054,Stirling,3465
S01013073,Stirling,812
S01013055,Stirling,1413
S01013074,Stirling,102
S01013056,Stirling,1825
S01013075,Stirling,81
S01013057,Stirling,402
S01013076,Stirling,6421
S01013058,Stirling,6346
S01013077,Stirling,641
S01013059,Stirling,5190
S01013078,Stirling,642
S01013060,Stirling,5352
S01013079,Stirling,4891
S01013061,Stirling,6688
S01013080,Stirling,5256
S01013062,Stirling,6677
S01013081,Stirling,6834
S01013219,West Dunbartonshire,1022
S01013082,Stirling,5708
S01013220,West Dunbartonshire,862
S01013083,Stirling,6962
S01013221,West Dunbartonshire,1467
S01013084,Stirling,6744
S01013222,West Dunbartonshire,593
S01013085,Stirling,4032
S01013223,West Dunbartonshire,1572
S01013086,Stirling,5965
S01013224,West Dunbartonshire,1756
S01013087,Stirling,6818
S01013225,West Dunbartonshire,758
S01013226,West Dunbartonshire,3047
S01013088,Stirling,6411
S01013227,West Dunbartonshire,807
S01013089,Stirling,3994
S01013228,West Dunbartonshire,1067
S01013090,Stirling,6113
S01013229,West Dunbartonshire,1761
S01013091,Stirling,4537
S01013230,West Dunbartonshire,2371
S01013092,Stirling,2814
S01013231,West Dunbartonshire,1236
S01013093,Stirling,5750
S01013232,West Dunbartonshire,1587
S01013094,Stirling,6353
S01013233,West Dunbartonshire,3048
S01013095,Stirling,6313
S01013234,West Dunbartonshire,6072
S01013096,Stirling,4693
S01013235,West Dunbartonshire,3237
S01013097,Stirling,5743
S01013236,West Dunbartonshire,4534
S01013098,Stirling,6262
S01013237,West Dunbartonshire,2596
S01013099,Stirling,5012
S01013238,West Dunbartonshire,573
S01013100,Stirling,6320
S01013239,West Dunbartonshire,423
S01013101,Stirling,2924
S01013240,West Dunbartonshire,448
S01013102,Stirling,6708
S01013241,West Dunbartonshire,5393
S01013103,Stirling,6749
S01013242,West Dunbartonshire,4649
S01013104,Stirling,6771
S01013243,West Lothian,1933
S01013105,Stirling,6305
S01013244,West Lothian,1557
S01013106,Stirling,5267
S01013245,West Lothian,3292
S01013107,Stirling,5463
S01013246,West Lothian,2584
S01013108,Stirling,3775
S01013247,West Lothian,995
S01013109,Stirling,4097
S01013248,West Lothian,622
S01013110,Stirling,4555
S01013249,West Lothian,2361
S01013111,Stirling,4912
S01013250,West Lothian,2870
S01013112,Stirling,5584
S01013251,West Lothian,581
S01013113,Stirling,3337
S01013252,West Lothian,2971
S01013114,Stirling,4111
S01013253,West Lothian,3638
S01013115,Stirling,3875
S01013254,West Lothian,1102
S01013116,Stirling,6630
S01013255,West Lothian,3840
S01013117,Stirling,4823
S01013256,West Lothian,3519
S01013257,West Lothian,3217
S01013118,Stirling,4462
S01013258,West Lothian,5084
S01013119,Stirling,3009
S01013259,West Lothian,2861
S01013120,Stirling,4229
S01013260,West Lothian,1388
S01013121,Stirling,2847
S01013261,West Lothian,1455
S01013122,West Dunbartonshire,306
S01013262,West Lothian,2093
S01013123,West Dunbartonshire,1371
S01013263,West Lothian,5917
S01013124,West Dunbartonshire,2070
S01013264,West Lothian,5688
S01013125,West Dunbartonshire,2857
S01013265,West Lothian,6212
S01013126,West Dunbartonshire,443
S01013266,West Lothian,5451
S01013127,West Dunbartonshire,452
S01013267,West Lothian,1241
S01013128,West Dunbartonshire,1019
S01013268,West Lothian,3439
S01013129,West Dunbartonshire,1130
S01013269,West Lothian,6019
S01013130,West Dunbartonshire,299
S01013270,West Lothian,5763
S01013131,West Dunbartonshire,1749
S01013271,West Lothian,6337
S01013132,West Dunbartonshire,912
S01013272,West Lothian,5668
S01013133,West Dunbartonshire,969
S01013273,West Lothian,6775
S01013134,West Dunbartonshire,2420
S01013274,West Lothian,5777
S01013135,West Dunbartonshire,83
S01013275,West Lothian,5137
S01013136,West Dunbartonshire,1504
S01013276,West Lothian,5759
S01013277,West Lothian,1983
S01013137,West Dunbartonshire,2119
S01013138,West Dunbartonshire,138
S01013278,West Lothian,1637
S01013279,West Lothian,1456
S01013139,West Dunbartonshire,409
S01013280,West Lothian,3491
S01013140,West Dunbartonshire,618
S01013281,West Lothian,1773
S01013141,West Dunbartonshire,1304
S01013282,West Lothian,1160
S01013142,West Dunbartonshire,839
S01013283,West Lothian,2279
S01013143,West Dunbartonshire,2084
S01013284,West Lothian,6093
S01013144,West Dunbartonshire,1992
